발명의명칭,출원인,출원일자,심사진행상태
LED 광원모듈(LIGHT EMITTING DIODE LIGHT SOURCE MODULE),삼성전기주식회사(경기도 수원시 영통구...),2007.03.12,거절결정(일반)
엘이디 고정용 홀더 및 이를 포함하는 전자기기(Holder for fixing LED and electronic device having the same),삼성전기주식회사(경기도 수원시 영통구...),2007.01.16,등록결정(일반)
LED 광원장치(Apparatus of light source using Light Emitting Diode),삼성전기주식회사(경기도 수원시 영통구...),2006.12.11,거절결정(일반)
수직구조 질화갈륨계 발광다이오드 소자(VERTICALLY STRUCTURED GaN TYPE LED DEVICE),삼성전기주식회사(경기도 수원시 영통구...),2006.10.17,거절결정(일반)
다수의 엘이디가 실장된 엘이디 패키지(LED package having plural LED),삼성전기주식회사(경기도 수원시 영통구...),2006.07.27,등록결정(일반)
백광 LED를 이용한 화상독취유닛을 포함하는화상형성장치(IMAGE FORMING DEVICE INCLUDING IMAGE READING UNIT WITHWHITE LIGHT EMITTING DIODE),삼성전자주식회사(경기도 수원시 영통구...),2006.07.13,취하(심사미청구)
백라이트용 LED 모듈 및 이를 이용한 백라이트 유닛(LIGHT EMITTING DIODE MODULE FOR BACKLIGHT UNIT ANDBACKLIGHT USING THE SAME),삼성전기주식회사(경기도 수원시 영통구...),2006.06.20,거절결정(일반)
발광장치 및 발광장치의 제어방법(apparatus lighting LED and method thereof),삼성전자주식회사(경기도 수원시 영통구...),2006.06.02,등록결정(일반)
엘이디 연성회로기판 및 액정 표시 장치 그리고 그 제조방법(LED Flexible Printed Circuit Borad And Liquid CrystalDisplay Panel And Manufacturing Method Thereof),삼성전자주식회사(경기도 수원시 영통구...),2006.05.10,취하(심사미청구)
반도체 엘이디 소자 및 그 제조 방법(Semiconductor LED device and method thereof),에피밸리 주식회사(경기 광주군...)|삼성전기주식회사(경기도 수원시 영통구...),2006.04.24,취하(심사미청구)
엘이디 패키지 제조방법(Manufacturing process for LED package),삼성전기주식회사(경기도 수원시 영통구...),2006.03.14,등록결정(일반)
백 라이트 유닛 및 백 라이트 유닛의 비대칭 발광 다이오드렌즈(BACK LIGHT UNIT AND ASYMMETRIC LED LENS OF BACK LIGHTUNIT),삼성코닝 주식회사(경기도 수원시 영통구...),2006.02.21,등록결정(일반)
LED 백라이트 모듈 구동회로(Drive Circuit for Back Light Unit Module of LightEmitting Diode),삼성전기주식회사(경기도 수원시 영통구...),2006.02.06,등록결정(일반)
백 라이트 유닛 및 백 라이트 유닛의 발광 다이오드 렌즈(BACK LIGHT UNIT AND LED LENS OF BACK LIGHT UNIT),삼성코닝 주식회사(경기도 수원시 영통구...),2006.01.12,등록결정(일반)
발광다이오드 냉각장치 및 이를 이용한 디스플레이장치(LED COOLING DEVICE AND DISPLAY FOR USING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2006.01.06,등록결정(일반)
슬림형 엘이디 패키지(Slim type LED package),삼성전기주식회사(경기도 수원시 영통구...),2005.12.23,등록결정(일반)
탐침장치 보정용 칩 세트 마스터(LED SET MASTER FOR PROBER CARIBRATION),삼성전기주식회사(경기도 수원시 영통구...),2005.09.22,등록결정(일반)
엘이디 프린터 헤드(LED printer head),삼성전자주식회사(경기도 수원시 영통구...),2005.07.12,취하(심사미청구)
LED프린터의LED고정장치(),삼성전자주식회사(경기도 수원시 영통구...),1992.02.06,취하(심사미청구)
발광다이오드 소자용 패키지 및 그 제조방법(A package for LED device and manufacturing methodthereof),삼성전기주식회사(경기도 수원시 영통구...),2005.05.30,등록결정(일반)
측면 발광다이오드 패키지(A Side View Type LED Package),삼성전기주식회사(경기도 수원시 영통구...),2005.05.11,등록결정(일반)
이동통신 단말기에서 키패드 LED 제어 방법(METHOD FOR CONTROLLING LIGHTING EMITTEING DIODE OFKEYPAD IN MOBILE TERMINAL),삼성전자주식회사(경기도 수원시 영통구...),2004.07.30,등록결정(일반)
이동통신단말기에서 키패드 엘이디를 제어하기 위한 방법(METHOD FOR CONTROLING KEYPAD LED IN MOBILECOMMUNICATION TERMINAL),삼성전자주식회사(경기도 수원시 영통구...),2004.07.20,취하(심사미청구)
전자사진프로세서의LED프린트헤드(),삼성전자주식회사(경기도 수원시 영통구...),1991.05.25,취하(심사미청구)
반도체 엘이디 소자 및 그 제조 방법(Semiconductor LED device and method thereof),에피밸리 주식회사(경기 광주군...)|삼성전기주식회사(경기도 수원시 영통구...),2004.05.24,등록결정(일반)
벨소리 음계를 3색 발광다이오드를 이용해 표시하는이동단말기와 방법(MOBILE TERMINAL AND METHOD FOR REPRESENTING THE SCALEOF BELL MELODY USING 3 COLOR LED),삼성전자주식회사(경기도 수원시 영통구...),2004.05.04,취하(심사미청구)
정전기를 흡수할 수 있는 발광소자 패키지용 액상 봉지재및 이 액상 봉지재를 포함하는 발광소자 패키지(EPOXY MOLDING COMPOUND USED IN LED PACKAGE FORABSORBING STATIC ELECTRICITY AND LED PACKAGECOMPRISING THE SAME),삼성전기주식회사(경기도 수원시 영통구...),2004.03.30,거절결정(일반)
바타입 LED칩 어레이를 이용한 조명 광학계(Optical device for illumination using bar-type LEDchip array),삼성전자주식회사(경기도 수원시 영통구...),2004.01.19,등록결정(일반)
HINGE를이용한LED고정장치(),삼성전자주식회사(경기도 수원시 영통구...),1990.12.19,거절결정(일반)
시스템 경보 엘이디 제어 장치 및 방법(ALARM LED CONTROL UNIT OF SYSTEM AND METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...),2003.02.13,등록결정(일반)
반도체 엘이디 소자(Semiconductor LED device),에피밸리 주식회사(경기 광주군...)|삼성전기주식회사(경기도 수원시 영통구...),2002.11.14,등록결정(일반)
질화갈륨계 반도체 엘이디 소자(AlGaInN semiconductor LED device),에피밸리 주식회사(경기 광주군...)|삼성전기주식회사(경기도 수원시 영통구...),2002.09.05,등록결정(일반)
반도체 엘이디 소자 및 그 제조 방법(Semiconductor LED device and method thereof),에피밸리 주식회사(경기 광주군...)|삼성전기주식회사(경기도 수원시 영통구...),2002.03.08,취하(등록결정전 취하서제출)
LED전류제어용구동회로(),삼성전자주식회사(경기도 수원시 영통구...),1989.05.31,등록결정(일반)
멀티 칩 발광다이오드를 이용한 프로젝션 광원(Light of Rear Projection Display using Multi-Chip LED),삼성전기주식회사(경기도 수원시 영통구...),2001.12.04,등록결정(일반)
이동통신 단말기에서 착신호의 수신 주파수 대역에 따른엘.이.디 표시 방법(METHOD FOR DISPLAYING A LED ACCORDING TO FREQUENCY OFA RECEIVED CALL IN A PORTABLE COMMUNICATION),삼성전자주식회사(경기도 수원시 영통구...),2000.09.15,포기(등록결정전 포기서제출)
밴드표시LED점멸발진회로(),삼성전자주식회사(경기도 수원시 영통구...),1987.12.31,등록결정(일반)
칩형 발광다이오드가 실장되는 인쇄회로기판의 구조 및실장 방법(Structure mount method for PCB of mounting Chip LED),삼성전자주식회사(경기도 수원시 영통구...),2000.02.21,등록결정(일반)
스퓨리어스를이용한LED구동회로(),삼성전자주식회사(경기도 수원시 영통구...),1987.12.12,등록결정(일반)
발광다이오드 인디케이터를 갖는 휴대용 컴퓨터(PORTABLE COMPUTER HAVING LED INDICATOR),삼성전자주식회사(경기도 수원시 영통구...),1999.07.27,취하(심사미청구)
사설교환기의 기본율 인터페이스 엘이디 제어 이벤트 처리 방법(METHOD FOR PROCESSING LED CONTROL EVENT OF BASIC RATE INTERFACE CARD IN PRIVATE AUTOMATIC BRANCH EXCHANGE),삼성전자주식회사(경기도 수원시 영통구...),1999.06.22,등록결정(일반)
시거렛 라이트 어댑터를 이용한 충전장치의 발광다이오드 구동회로(LED DRIVING CIRCUIT OF A CHARGER USING A CIGARETTE LIGHT ADAPTOR),삼성전자주식회사(경기도 수원시 영통구...),1998.12.30,포기(등록결정전 포기서제출)
LED하우징의고정장치(),삼성전자주식회사(경기도 수원시 영통구...),1987.02.23,등록결정(일반)
휴대용무선전화기에 사용되는 키패드의 발광다이오드 구동장치(DRIVING APPARATUS OF LED OF KEYPAD FOR PORTABLE RADIO TELEPHONE),삼성전자주식회사(경기도 수원시 영통구...),1998.07.25,등록결정(일반)
정전류LED구동회로(),삼성전자주식회사(경기도 수원시 영통구...),1986.12.18,등록결정(일반)
키입력매트릭스를사용한디스플레이용LED구동회로(),삼성전자주식회사(경기도 수원시 영통구...),1986.11.08,취하(심사미청구)
"이중버퍼를가지는엘이디매트릭스제어회로(CIRCUIT FOR CONTROLLING AN LED(LIGHT EMITTING DEVICE) MATRIX HAVING A DUAL BUFFER, ESPECIALLY FOR CONTROLLING A LUMINANCE OF THE LED BY THE DUAL BUFFER)",삼성전자주식회사(경기도 수원시 영통구...),1998.02.24,원결정유지(심사전치)
듀티싸이클제어를이용한엘이디매트릭스점등방법및장치(METHOD AND APPARATUS FOR LIGHTING LED MATRIX BY USING DUTY CYCLE CONTROL WHICH CONTROL AND LIGHT LEDS INSTALLED IN LED MATRIX ACCORDING TO CHARACTERISTICS OF EACH LED),삼성전자주식회사(경기도 수원시 영통구...),1997.12.31,거절결정(일반)
"키폰시스템에 가입된 키폰전화기의 전력 소모 방지 방법(METHOD FOR PREVENTING ELECTRIC POWER CONSUMPTION OF A KEYPHONE TELEPHONE SUBSCRIBED TO A KEYPHONE SYSTEM, ESPECIALLY FOR PUTTING OUT ALL LED (LIGHT EMITTING DIODE) OF AN UNUSED KEYPHONE TELEPHONE)",삼성전자주식회사(경기도 수원시 영통구...),1997.12.29,거절결정(일반)
"발광다이오드 구동 전화기의 링 검출회로(CIRCUIT FOR DETECTING A RING OF A LIGHT EMITTING DIODE OPERATING TELEPHONE, ESPECIALLY FOR DIRECTLY OPERATING AN LED OPERATING UNIT)",삼성전자주식회사(경기도 수원시 영통구...),1997.12.19,취하(심사미청구)
발광다이오드구동장치(LED DRIVING APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),1997.11.19,등록결정(일반)
표시창을 이용한 게임방법(METHOD FOR PLAYING ELECTRONIC GAME THROUGH A DISPLAY WINDOW WHEN USING AN ELECTRONIC EQUIPMENT IN WHICH AN LCD OR LED IS PREPARED),삼성전자주식회사(경기도 수원시 영통구...),1997.11.19,취하(심사미청구)
"주변기기의접속상태를표시하는유에스비화상표시장치(IMAGE DISPLAY APPARATUS WITH USB(UNIVERSAL SERIAL BUS) INTERFACE FOR DISPLAYING CONNECTION STATUS OF PERIPHERAL DEVICES, ESPECIALLY FOR DISPLAYING NORMAL/ABNORMAL OPERATION OF PERIPHERAL DEVICES CONNECTED TO AN USB MODULE ON AN LED(LIGHT EMITTING DIODE) PANEL)",삼성전자주식회사(경기도 수원시 영통구...),1997.10.14,거절결정(일반)
"아날로그 키폰시스템의 상태를 표시하기 위한 방법 및 장치(METHOD AND AN APPARATUS FOR DISPLAYING A STATE OF AN ANALOG KEY PHONE SYSTEM, PARTICULARLY RELATED TO ENABLING AN OPERATOR TO EASILY CHECK A SITUATION OF THE SYSTEM THROUGH LIGHTING STATES OF AN LED(LIGHT EMITTING DIODE) BY INSTALLING THE LED, FOR SHOWING A USAGE STATE OF THE KEY PHONE SYSTEM, IN THE OUTSIDE OF A KEY PHONE MAIN DEVICE)",삼성전자주식회사(경기도 수원시 영통구...),1997.08.30,취하(심사미청구)
백라이트 발광다이오드 제어장치(A BACKLIGHT LED CONTROLLER),삼성전자주식회사(경기도 수원시 영통구...),1997.08.29,등록결정(일반)
"금전 등록기 동작상의 사용 가능키 점등 장치및 방법(DEVICE AND A METHOD FOR LIGHTING AN AVAILABLE KEY ON ECR(ELECTRONIC CASH REGISTER) OPERATIONS, PARTICULARLY INCLUDING A CONTROLLER FOR LIGHTING AN LED(LIGHT EMITTING DIODE) BY CONTROLLING AN LED DRIVER ACCORDING TO A BUILT IN PROGRAM)",삼성전자주식회사(경기도 수원시 영통구...),1997.08.13,취하(심사미청구)
발광 다이오드(LED) 표시장치 에뮬레이터(EMULATOR OF LUMINESCENCE DIODE DISPLAY DEVICE),삼성전자주식회사(경기도 수원시 영통구...),1997.08.07,등록결정(일반)
OLB(OUTER LEAD BONDING) 머신(MACHINE)의 원점복귀방법(Method for Returnig to the Starting Point in Outer Lead Boding Machine),삼성전자주식회사(경기도 수원시 영통구...),1997.02.15,등록결정(일반)
휴대용 무선 전화기의 착신/충전상태 표시램프 겸용 제어장치 및 그 방법(method and apparatus for double use of led in wireless phone),삼성전자주식회사(경기도 수원시 영통구...),1997.01.31,등록결정(일반)
LED 램프 내장형 스피커(),삼성전자주식회사(경기도 수원시 영통구...),1996.12.27,취하(심사미청구)
반도체설비의 LED부착 리레이장치(),삼성전자주식회사(경기도 수원시 영통구...),1996.11.29,취하(심사미청구)
더미 접착부를 갖는 리드 온 칩(Lead On Chip;LOC)용 리드 프레임 및 그를 이용한 반도체 칩 패키지(LEAD FRAME FOR LEAD ON CHIP WITH DUMMY ADHESIVE PARTS AND SEMICONDUCTOR CHIP PACKAGE USING IT),삼성전자주식회사(경기도 수원시 영통구...),1996.10.18,등록결정(일반)
다색 발광다이오드 및 그 제조방법(MULTI-COLOR LED AND FABRICATING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...),1996.07.16,등록결정(일반)
키보드의연성PCB에접속하는LED접속구(),삼성전자주식회사(경기도 수원시 영통구...),1985.03.19,등록결정(일반)
로보트청소기의충전유도방법(AMETHODFORLEADINGCHARGINGOFAROBOTCLEANER)(METHOD FOR LEADING CHARGING OF A ROBOT CLEANER),삼성전자주식회사(경기도 수원시 영통구...),1994.05.26,등록결정(일반)
음향기기요용LED홀더(),삼성전자주식회사(경기도 수원시 영통구...),1983.05.10,거절결정(일반)
발광다이오드제어방법및회로(CONTROL METHOD OF LED AND CIRCUIT THEREFOR),삼성전자주식회사(경기도 수원시 영통구...),1993.08.17,등록결정(일반)
키시스템의키및발광소자의제어장치및그방법(KEY AND LED CONTROLLER IN KEY SYSTEM AND CONTROL METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...),1993.05.31,등록결정(일반)
출력레벨표시용LED의표시폭확대회로(),삼성전자주식회사(경기도 수원시 영통구...),1982.09.29,등록결정(일반)
광프린터의엘에스유방식및엘이디방식겸용회로(COMBINATION CIRCUIT OF LSU AND LED IN PRINTER),삼성전자주식회사(경기도 수원시 영통구...),1992.09.21,등록결정(일반)
프린터의발광제어회로(LED CONTROL CIRCUIT IN CPU),삼성전자주식회사(경기도 수원시 영통구...),1992.08.22,등록결정(일반)
LED프린터에있어서LED구동회로(),삼성전자주식회사(경기도 수원시 영통구...),1992.05.28,취하(심사미청구)
발광다이오드헤드의광량오차보정을위한배선부형성방법(LED HEAD),삼성전자주식회사(경기도 수원시 영통구...),1991.03.22,등록결정(일반)
LED를이용한단계별입력키강조장치(),삼성전자주식회사(경기도 수원시 영통구...),1990.12.31,거절결정(일반)
LED프린터헤드의광량보정장치(),삼성전자주식회사(경기도 수원시 영통구...),1990.01.17,취하(심사미청구)
반도체발광소자어레이및그제조방법(SEMICONDUCTOR LED ARRAY AND ITS MANUFACTURING METHOD),삼성전자주식회사(경기도 수원시 영통구...),1989.11.09,등록결정(일반)
키및LED매트릭스의시분할동시구동방식(),삼성전자주식회사(경기도 수원시 영통구...),1989.08.16,취하(심사미청구)
PWM신호를이용한아날로그신호세기표시방법(METHOD FOR DISPLAYING LEVEL OF ANALOG SIGNAL ON LED),삼성전자주식회사(경기도 수원시 영통구...),1989.05.31,등록결정(일반)
LED프린트헤드를사용한모사전송기(),삼성전자주식회사(경기도 수원시 영통구...),1989.04.29,거절결정(일반)
전류제어LED프린터헤드(ELECTRICITY CONTROL L.E.D PRINT HEAD),삼성전자주식회사(경기도 수원시 영통구...),1989.03.30,등록결정(일반)
"엘이디 디스플레이 장치용 캐비넷, 이의 제작장치, 및 이의 제작방법(Cabinet for LED display apparatus, apparatus for manufacturing the same, and method for manufacturing the same)",삼성전자주식회사(경기도 수원시 영통구...),2019.08.02,
고출력 발광 다이오드 패키지(HIGH POWER LED PACKAGE),삼성전기주식회사(경기도 수원시 영통구...),2004.03.15,거절결정(일반)
음향기기요용LED홀더(),삼성전자주식회사(경기도 수원시 영통구...)|민성기(경기 수원시 팔달구...),1983.05.31,취하(심사미청구)
광다이얼기능을가진컴퓨터(COMPUTER HAVING OPTICAL DIAL FUNCTION USING LED),삼성전자주식회사(경기도 수원시 영통구...),1997.12.24,등록결정(일반)
엘이디 패널의 제조 방법 및 제조 장치(MANUFACTURING METHOD AND APPARATUS FOR LED PANEL),삼성전자주식회사(경기도 수원시 영통구...),2019.07.03,
투명도전막의이메지검사장치(GLASS PANEL POLE DISCONNECTION DETECTING APPARATUS OF LED CELL),삼성에스디아이 주식회사(경기도 용인시 기흥구...),1989.11.27,등록결정(일반)
엘이디표시소자의계조표현방법(METHOD FOR REPRESENTING COLOR TONE OF LED DISPLAY DEVICE),삼성에스디아이 주식회사(경기도 용인시 기흥구...),1998.12.04,등록결정(일반)
"발광 다이오드의 제조방법(METHOD FOR MANUFACTURING AN LED, PARTICULARLY FOR IMPROVING LIGHT EMITTING EFFICIENCY BY PROGRESSING A HEAT TREATMENT)",삼성에스디아이 주식회사(경기도 용인시 기흥구...),1998.05.19,취하(심사미청구)
인쇄회로기판 어셈블리를 포함하는 마이크로 엘이디 디스플레이(MICRO LED DISPLAY WITH PRINTED CIRCUIT BOARD ASSEMBLY),삼성전자주식회사(경기도 수원시 영통구...),2019.11.29,
플라이백트랜스의고저항리드선구조(RESISTOR LED STRUCTURE IN FBT),삼성전기주식회사(경기도 수원시 영통구...),1995.11.27,등록결정(일반)
발광소자 패키지 및 이를 구비하는 백라이트 유닛(LED Package and Backlight Unit Having The Same),삼성전자주식회사(경기도 수원시 영통구...),2010.09.29,취하(심사미청구)
발광 다이오드를 이용한 조명기구(Lighting apparatus using LED),삼성전자주식회사(경기도 수원시 영통구...),2009.01.09,취하(심사미청구)
엘이디 백라이트 장치(LED BACKLIGHT APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2008.11.20,취하(심사미청구)
발광다이오드구동장치(LED DRIVING APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),1993.03.03,등록결정(일반)
발광다이오우드고정장치(LED mounting device),삼성전자주식회사(경기도 수원시 영통구...),1992.11.30,등록결정(일반)
전자기기의LED램프빛확산장치(),삼성전자주식회사(경기도 수원시 영통구...),1992.01.03,포기(등록결정전 포기서제출)
산업정보기기의버튼및표시부에설치되는발광다이오드의선명도부가및보호장치(RESOLUTION IMPROVED AND PROTECTING DEVICE OF LED USED IN BUTTON AND DISPLAY OF INDUSTRIAL DEVICES),삼성전자주식회사(경기도 수원시 영통구...),1991.02.21,등록결정(일반)
VTR의테이프센서장치의LED홀더구조(),삼성전자주식회사(경기도 수원시 영통구...),1989.12.30,취하(심사미청구)
칼라LED구동용데이타신호샘플링회로(DATA SIGNAL SAMPLING CIRCUIT WHICH DRIVES COLOR LCD),삼성전자주식회사(경기도 수원시 영통구...),1989.12.22,등록결정(일반)
LED소비전력절감회로(),삼성전자주식회사(경기도 수원시 영통구...),1989.08.31,포기(등록결정전 포기서제출)
LED를채용한모타볼륨장치(),삼성전자주식회사(경기도 수원시 영통구...),1989.08.31,취하(심사미청구)
LED프린터헤드의촛점보정장치(),삼성전자주식회사(경기도 수원시 영통구...),1989.03.31,취하(심사미청구)
LED프린터의헤드보호장치(),삼성전자주식회사(경기도 수원시 영통구...),1988.12.29,취하(심사미청구)
LED및스위치의정전기방지고정장치(),삼성전자주식회사(경기도 수원시 영통구...),1988.12.27,취하(심사미청구)
LED접속구의높이조절장치(),삼성전자주식회사(경기도 수원시 영통구...),1988.12.26,취하(심사미청구)
VTR의전원표시LED고정장치(),삼성전자주식회사(경기도 수원시 영통구...),1988.09.09,취하(심사미청구)
LED드라이브를이용한모드절환회로(),삼성전자주식회사(경기도 수원시 영통구...),1987.11.25,취하(심사미청구)
LED의위치고정장치(),삼성전자주식회사(경기도 수원시 영통구...),1987.11.24,취하(심사미청구)
트레이방식자기기록재생기의테이프카세트리드록킹해제장치(TAPE CASSETTE LED LOCKING DISSOLUTION APPARATUS OF TRAY LOADING MAGNETIC RECORDING/REPRODUCING),삼성전자주식회사(경기도 수원시 영통구...),1997.06.27,등록결정(일반)
LED드라이브회로(),삼성전자주식회사(경기도 수원시 영통구...),1985.12.30,취하(심사미청구)
LED(발광다이오드)고정장치(),삼성전자주식회사(경기도 수원시 영통구...),1984.11.22,취하(심사미청구)
음극선관용발광표시장치(LED FOR CRT),삼성전자주식회사(경기도 수원시 영통구...),1995.07.21,등록결정(일반)
웨이퍼상태의발광소자칩분리방법(LED CHIP SEPARATING METHOD),삼성전자주식회사(경기도 수원시 영통구...),1990.12.31,등록결정(일반)
발광다이오드어레이구동회로(ARRAY DRIVE CIRCUIT OF LED),삼성전자주식회사(경기도 수원시 영통구...),1989.12.30,등록결정(일반)
반도체의리이드본딩방법(LED BONDING METHOD OF SEMICONDUCTOR),삼성전자주식회사(경기도 수원시 영통구...),1988.06.01,등록결정(일반)
액정입체표시장치(DISCRIMINATING CIRCUIT FOR 3 DIMENSIONAL LED DISPLAY DEVICE),삼성전자주식회사(경기도 수원시 영통구...),1987.05.11,등록결정(일반)
히트싱크를겸한과전류파괴방지용집적회로를내장한발광소자패키지(LED PACKAGE WITH OVERCURRENT PROTECTION IC AND HEAST SINK),삼성전자주식회사(경기도 수원시 영통구...),1986.11.04,등록결정(일반)
"공정 리드타임 산출 장치, 공정 리드타임 산출 방법, 및 기록 매체(APPARATUS AND METHOD FOR GENERATING PROCESS LEAD TIME, AND RECORDING MEDIUM)",삼성중공업 주식회사(경기도 성남시 분당구...),2016.11.10,등록결정(일반)
"리드 프레임 및 이를 포함하는 반도체 패키지, 반도체 패키지의 제조 방법(A lead frame and a semiconductor package including the same, method for manufacturing the semiconductor package)",삼성전자주식회사(경기도 수원시 영통구...),2016.02.18,
리드 프레임 및 이를 갖는 반도체 패키지(LEAD FRAME AND SEMICONDUCTOR PACKAGE HAVING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2009.03.18,거절결정(일반)
구동 전압 편차를 보상하는 AMOLED용 구동 회로 및그 구동 방법(AMOLED driving circuit for compensating driving voltageoffset and method there-of),삼성전자주식회사(경기도 수원시 영통구...),2005.06.22,등록결정(일반)
OLED어레이 기판(Organic Light-Emitting Diode Array Substrate),삼성에스디아이 주식회사(경기도 용인시 기흥구...),2006.05.15,등록결정(일반)
전극선 조정 장치(LEAD ADJUSTMENT DEVICE),사회복지법인 삼성생명공익재단(서울특별시 용산구...),2022.08.05,
걸쇠형 리드 부재를 구비한 전력 반도체 모듈(Power semiconductor module having latchable lead member),삼성전기주식회사(경기도 수원시 영통구...),2012.12.20,등록결정(일반)
리드 스크류 어셈블리(LEAD SCREW ASSEMBLY),삼성전자주식회사(경기도 수원시 영통구...),2005.07.26,취하(심사미청구)
반도체 패키지용 리드핀 및 반도체 패키지(Lead pin for semiconductor package and semiconductor package),삼성전기주식회사(경기도 수원시 영통구...),2009.12.11,등록결정(일반)
리드 플레이트가 부착된 각형 이차 전지(Prismatic type secondary battery having lead plate),삼성에스디아이 주식회사(경기도 용인시 기흥구...),2004.03.30,등록결정(일반)
반도체 패키지용 리드핀 및 반도체 패키지(Lead pin for semiconductor package and semiconductor package),삼성전기주식회사(경기도 수원시 영통구...),2009.12.15,등록결정(일반)
발광소자의 패키지 및 그 제조방법과 리드 프레임(Package of light emitting device and method of manufacturing the same and lead frame),삼성전자주식회사(경기도 수원시 영통구...),2011.01.20,취하(심사미청구)
"리드 프레임과 패키지 기판 및 이들을 이용한 패키지(Lead frame and package substrate, and package usingthe same)",삼성전자주식회사(경기도 수원시 영통구...),2004.07.24,등록결정(일반)
트레이 사이드에 결합되는 케이블 인출 장치(Cable lead-out device installed at tray side),삼성중공업 주식회사(경기도 성남시 분당구...),2013.10.04,등록결정(일반)
OLED 데이터 구동 회로 및 디스플레이 시스템(OLED Data driver circuit and display system),한양대학교 산학협력단(서울특별시 성동구...)|삼성전자주식회사(경기도 수원시 영통구...),2005.06.15,등록결정(일반)
곡선형 리드선들을 가진 압전형 마이크로 스피커 및 그 제조 방법(Piezoelectric micro speaker with curved lead-lines and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...),2009.09.29,등록결정(일반)
배터리 팩 및 배터리 팩 용 리드 전극(Battery Pack and lead electrode for the battery pack),삼성에스디아이 주식회사(경기도 용인시 기흥구...),2012.07.19,등록결정(일반)
절결부가 형성된 리드 부재를 포함하는 이차전지(Secondary battery having lead member with cut portion),삼성에스디아이 주식회사(경기도 용인시 기흥구...),2012.01.17,등록결정(재심사후)
OLED 패널 및 이를 포함하는 표시 장치(ORGANIC LIGHT EMITTING DIODES PANEL AND DISPLAY DEVICE INCULDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2018.09.12,
구조물의 전파 인입부를 고려한 통신 환경 분석 및 망 설계를 위한 방법 및 장치(Method and apparatus for analyzing communication environment and network design considering leading in part of a structure),삼성전자주식회사(경기도 수원시 영통구...),2017.12.18,등록결정(일반)
위치 조정 및 변형이 가능한 이식형 전극선 및 이의 제어 시스템(POSITIONING-ENABLED AND DEFORMABLE IMPLANTABLE LEAD AND CONTROL SYSTEM THEREOF),사회복지법인 삼성생명공익재단(서울특별시 용산구...),2019.12.09,등록결정(일반)
신체 기관에 전기 자극을 인가하는 전극선 및 이를 이용한 전극 시스템(LEAD FOR STIMULATION AND LEAD SYSTEM USING THE SAME),사회복지법인 삼성생명공익재단(서울특별시 용산구...),2020.04.28,등록결정(일반)
신체 기관에 전기 자극을 인가하는 전극선 구조체 및 이를 이용한 전극 시스템(LEAD STRUCTURE FOR STIMULATION AND LEAD SYSTEM USING THE SAME),사회복지법인 삼성생명공익재단(서울특별시 용산구...),2020.04.28,등록결정(일반)
전극의 위치 조정이 가능한 이식형 전극선 및 이의 제어 시스템(IMPLANTABLE LEAD WITH ADJUSTABLE ELECTRODE POSITION AND CONTROL SYSTEM THEREOF),사회복지법인 삼성생명공익재단(서울특별시 용산구...),2020.02.06,등록결정(일반)
신체 기관에 전기 자극을 인가하는 전극선 및 이를 이용한 전극 시스템(LEAD FOR STIMULATION AND LEAD SYSTEM USING THE SAME),사회복지법인 삼성생명공익재단(서울특별시 용산구...),2020.04.28,등록결정(일반)
리드 플레이트와 베어셀을 리벳팅 결합하는 이차 전지(Rechargeable battery riveting lead plate and bare cell),삼성에스디아이 주식회사(경기도 용인시 기흥구...),2006.08.17,등록결정(일반)
"리드 플레이트, 이를 구비하는 배터리 팩 및 배터리 팩의 제조방법(Lead plate and battery pack comprising the same and method for manufacturing the battery pack)",삼성에스디아이 주식회사(경기도 용인시 기흥구...),2012.09.13,등록결정(일반)
리드 플레이트를 통해 배어셀의 열을 온도 감응 소자에 전달하는 이차 전지(Secondary Battery Transfering Heat of Bare cell to Temperature Sensitive Device by Lead plate),삼성에스디아이 주식회사(경기도 용인시 기흥구...),2011.07.18,등록결정(일반)
리드 플레이트 및 이를 사용한 캔형 이차 전지(Lead plate and can type secondary battery using thesame),삼성에스디아이 주식회사(경기도 용인시 기흥구...),2004.01.13,등록결정(일반)
통신망 내에서 사용자의 요청 정보 예측을 통한 정보전달장치 및 방법(The method and system delivering data by leading a user's request information prediction in network),삼성네트웍스 주식회사(서울특별시 강남구...),2006.11.30,등록결정(일반)
"발광소자 패키지용 리드 프레임, 발광소자 패키지, 및 발광소자 패키지를 채용한 조명장치(Lead frame for light emitting device package, light emitting device package, and illumination apparatus employing the light emitting device package)",삼성전자주식회사(경기도 수원시 영통구...),2010.04.23,등록결정(일반)
"리드 프레임, 이를 이용한 반도체 칩 패키지 및 그의 제조방법(Lead frame, semiconductor chip package and method forthe same)",삼성전자주식회사(경기도 수원시 영통구...),2004.02.04,등록결정(일반)
