심사진행상태,출원일자,발명의명칭,출원인
취하(심사미청구),2000.09.21,모스 트랜지스터 제조방법(MANUFACTURING METHOD FOR MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2000.08.31,반도체소자의 트랜지스터 형성방법(A method for forming a transistor of a semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2000.08.31,반도체소자의 듀얼 게이트전극 형성방법(A method for forming a dual transistor of asemiconductor device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2000.08.31,반도체소자의 게이트전극 형성방법(A method for forming a transistor of a semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2000.06.30,반도체 소자의 트랜지스터 제조 방법(Method of manufacturing a transistor in asemiconductor device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2000.06.29,피모스 트랜지스터의 제조방법(METHOD FOR MANUFACTURING A PMOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),2000.06.30,트랜지스터의 제조 방법(METHOD FOR MANUFACTURING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2000.06.30,시모스(CMOS) 트랜지스터의 제조 방법(METHOD FOR MANUFACTURING CMOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),2000.06.29,이에스디 보호 회로의 트랜지스터 및 그의 제조 방법(Transistor in ESD protection circuit and method formanufacturing the same),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2000.06.30,트랜지스터의 제조 방법(METHOD FOR MANUFACTURING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2000.06.30,트랜지스터 및 그의 제조 방법(TRANSISTOR AND METHOD FOR MANUFACTURING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2000.06.26,반도체 소자의 트랜지스터 제조 방법(Method of manufacturing a transistor in asemiconductor device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2000.04.18,모스 트랜지스터의 제조 방법(Method for fabricating a MOS transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2000.03.16,엠지아이 박막 트랜지스터 에스램셀 제조방법(MANUFACTURING METHOD FOR MUTUALLY GATE INVERTED THINFILM TRANSISTOR SRAM CELL),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2000.01.25,반도체장치의 트랜지스터 및 그 제조방법(Method of fabricating transistors in semiconductordevices),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2000.01.28,반도체장치의 트랜지스터 제조방법(Method of fabricating a transistor in semiconductordevices),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.30,소자 분리 측정용 트랜지스터(Transistor for measuring isolation),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.30,반도체장치의 모스 트랜지스터 제조방법(Method of forming MOS transistor in semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1999.12.30,금속 게이트전극을 갖는 모스트랜지스터 제조방법(Mehtod of forming MOS transistor with metal gateelectrode),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.30,모스 트랜지스터의 스페이서 제조 방법(Method for forming spacer of MOS transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.29,반도체장치의 모스트랜지스터 제조방법(Method for forming MOS transistor in semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.29,모스 트랜지스터의 제조방법(METHOD FOR FABRICATING MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
원결정유지(심사전치),1999.12.29,반도체 소자의 트랜지스터 제조방법(Method of manufacturing a transistor in asemiconductor device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.30,바이폴라 트랜지스터 제조방법(FABRICATING METHOD OF BIPOLAR TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1999.12.29,이중게이트 구조의 트랜지스터 제조방법(Method of manufacturing CMOS transistor having dualpoly gate electrode),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.30,인버터용 모스트랜지스터의 제조방법(Method For Manufacturing The Inverter MOS -Transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.29,반도체 소자의 트랜지스터 제조방법(Method of manufacturing a transistor in asemiconductor device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.30,반도체장치의 모스트랜지스터 제조방법(Method for forming MOS transistor of semconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.29,반도체 소자의 트랜지스터 제조방법(Method of manufacturing a transistor in asemiconductor device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.28,트랜지스터와 캐패시터 사이에 스핀온 글래스막과수소저장막을 구비하는 반도체 메모리 소자 및 그 제조 방법(Semiconductor memory device having SOG and hydrogenstorage layer between transistor and capacitor andmethod for forming the same),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.28,반도체소자의 트랜지스터 형성방법(A method for forming a transistor of semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.29,반도체장치의 트랜지스터 제조방법(Method for forming transistor in semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.24,알루미나 스페이서를 적용한 모스 트랜지스터 및 그제조방법(A MOS TRANSISTOR WITH ALUMINA SPACER AND FABRICATIONMETHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.24,반도체 소자의 트랜지스터 제조 방법(Method of manufacturing a transistor in asemiconductor device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.24,반도체소자의 트랜지스터 형성방법(A method for forming a transistor of a semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1999.12.24,반도체장치의 모스 트랜지스터 제조방법(Method of fabricating a MOS transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.22,반도체 소자의 트랜지스터 제조 방법(Method of manufacturing a transistor in asemiconductor device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.14,트랜지스터 제조 방법(METHOD OF MANUFACTURE TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1999.12.22,트랜지스터의 제조 방법(METHOD FOR MANUFACTURING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.12.08,이에스디(ESD) 보호회로의 트랜지스터(TRANSISTOR OF ELECTRO STATIC DISCHARGE PROTECTIONCIRCUIT),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.11.01,반도체 소자의 트랜지스터 형성방법(Method of forming a transistor in a semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.09.22,정전방전방지용 모스 트랜지스터(MOS TRANSISTOR FOR ELECTRO STATIC DISCHARGE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.08.26,정전방전방지회로의 바이폴라 트랜지스터 구조(STRUCTURE FOR BIPOLRA TRANSISTOR IN ELECTRO STATIC DISCHARGE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.07.30,박막 트랜지스터형 에스램 소자의 제조방법(METHOD OF MANUFACTURING THIN FILM TRANSISTOR TYPE SRAM DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1999.08.07,SOI 기판의 모스 트랜지스터 구조 및 그 제조방법(Structure of MOS transistor in SOI type wafer and method for forming the same),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1999.08.04,모스 트랜지스터의 불순물 주입영역 형성 방법(Method of forming impurity doped region of MOS transistor),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1999.08.07,핫 캐리어 방지용 모스 트랜지스터의 제조방법(Method of manufacturing MOS transistor for protecting hot-carrier effect),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.07.24,반도체소자의 트랜지스터 형성방법(Forming method for transistor of semiconductor device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.07.08,차량의 이그니션 파워 트랜지스터 보호 회로(IGNITION POWER TRANSISTOR PROTECTION CIRCUIT IN VEHICLES),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.07.02,반도체소자의 트랜지스터 형성방법(Method For Forming The Transistor Of Semiconductor Device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.07.02,트랜지스터의 게이트전극 형성방법(FORMATION METHOD OF GATE ELECTRODE OF TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.07.02,반도체장치의 트랜지스터 제조방법(METHOD FOR MANUFACTURING TRANSISTOR OF A SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.07.02,반도체소자의 트랜지스터 형성방법(Method for fobricating a transistor of a semiconductor device),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1999.07.01,금속 게이트전극을 갖는 트랜지스터의 제조방법(Method of forming transistor provided with metal-gate electrode),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1999.06.30,반도체소자의 비대칭 트랜지스터 형성방법(Forming method for non-symmetrical transistor of semiconductor device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.06.28,모스 트랜지스터의 제조방법(METHOD OF MANUFACTURING MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.06.29,박막 트랜지스터형 에스램 소자의 제조방법(METHOD OF MANUFACTURING THIN FILM TRANSISTOR TYPE SRAM DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.07.02,모스트랜지스터 제조방법(Mehtod of forming MOS transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.06.23,에스램 소자의 트랜지스터 형성 방법(METHOD OF FORMING TRANSISTOR OF SRAM DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.06.30,반도체소자의 트랜지스터(Transistor of semiconductor device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.06.30,트랜지스터 형성 방법(METHOD OF MAKING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.06.29,씨모스 트랜지스터 제조 방법(Method of manufacturing a CMOS transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.04.22,모스 트랜지스터 제조방법(MANUFACTURING METHOD FOR MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.04.26,바이폴라 트랜지스터 및 그의 제조방법(FABRICATING METHOD AND STRUCTURE FOR BIPOLAR-TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.03.25,모스 트랜지스터 제조방법(MANUFACTURING METHOD FOR MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1999.03.25,모스 트랜지스터 제조방법(MANUFACTURING METHOD FOR MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1999.02.05,모스 트랜지스터 제조방법(MANUFACTURING METHOD FOR MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.31,반도체소자의 트랜지스터 형성방법_(FORMING METHOD OF TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.31,트랜지스터의 게이트전극 형성방법(METHOD FOR FORMING GATE ELECTRODE OF TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.12.30,반도체 소자의 트랜지스터 제조 방법(METHOD FOR FABRICATING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.12.31,반도체소자의 트랜지스터 형성방법_(METHOD FOR FORMING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.12.30,웰 바이어싱 트랜지스터 형성방법(METHOD FOR FABRICATING WELL BIASING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.12.30,메모리소자의 셀트랜지스터(CELL TRANSISTOR OF MEMORY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.30,반도체소자의 트랜지스터 형성방법_(METHOD FOR FORMING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.30,반도체소자의 트랜지스터 형성방법_(METHOD FOR FORMING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.30,반도체소자의 트랜지스터 형성방법_(METHOD FOR FABRICATING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.12.30,정전기 보호회로의 트랜지스터의 설계방법(METHOD FOR DESIGNING TRANSISTOR OF ELECTROSTATIC PROTECTION CIRCUIT),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.30,필드 바이폴라 트랜지스터를 이용하는 ESD보호장치(ESD PROTECTOR USING FIELD BIPOLAR TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.29,CMOS 제조방법(FABRICATION METHOD OF CMOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.31,박막트랜지스터의 게이트산화막 세정방법(CLEANING METHOD OF GATE OXIDE MEMBRANE OF THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.30,반도체소자의 트랜지스터 형성방법_(METHOD FOR FABRICATING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.12.30,반도체소자의 트랜지스터 형성방법(METHOD FOR FABRICATING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.12.30,반도체소자의 트랜지스터 제조 방법(METHOD FOR MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.12.29,트랜지스터의제조방법(FABRICATION METHOD OF TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.12.29,박막 트랜지스터의 제조방법(MANUFACTURING METHOD OF THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.12.30,트랜지스터의 게이트 전극 형성 방법(METHOD FOR FABRICATING GATE ELECTRODE OF TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.30,씨모스 트랜지스터의 제조 방법_(METHOD FOR FABRICATING CMOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.12.28,반도체소자의트랜지스터형성방법(METHOD FOR FORMING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.30,반도체소자의 트랜지스터 형성방법_(METHOD FOR MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.28,반도체소자의 트랜지스터 형성방법_(FABRICATION METHOD OF TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.12.28,반도체소자의트랜지스터형성방법(FABRICATION METHOD OF TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.30,반도체 소자의 금속 트랜지스터 제조 방법(METHOD FOR MANUFACTURING METAL TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.12.28,반도체소자의트랜지스터형성방법(FABRICATION METHOD OF TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.28,반도체소자의 트랜지스터 형성방법_(FABRICATION METHOD OF TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.28,반도체 소자의 트랜지스터 제조방법(FABRICATION METHOD OF TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.24,트랜지스터의 제조 방법(TRANSISTOR MANUFACTURING METHOD),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.29,반도체 소자의 트랜지스터 제조 방법_(METHOD FOR FABRICATING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.12.28,반도체소자의 트랜지스터 형성방법_(FABRICATION METHOD OF TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.23,모스 트랜지스터 제조방법(MANUFACTURING METHOD OF MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.23,모스 트랜지스터 제조방법(METHOD FOR FABRICATING MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.12.22,엘리베이티드소오스/드레인구조의모스트랜지스터제조방법(MANUFACTURING METHOD OF MOS TRANSISTOR WITH ELEVATED SOURCE/DRAIN STRUCTURE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.22,엘리베이티드 소오스/드레인 구조의 모스 트랜지스터 제조방법(MANUFACTURING METHOD OF MOS TRANSISTOR WITH ELEVATED SOURCE/DRAIN STRUCTURE),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.12.24,씨모스 트랜지스터 제조방법(CMOS TRANSISTOR MANUFACTURING METHOD),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.11,반도체 장치의 정전방전 방지 트랜지스터 제조방법(METHOD FOR FABRICATING ELECTROSTATIC DISCHARGE PROTECTION TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.22,모스 트랜지스터 제조방법(MOS TRANSISTOR MANUFACTURING METHOD),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.12.15,디램의 셀 트랜지스터 제조방법(FABRICATION METHOD OF DRAM CELL TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.17,모스 트랜지스터 제조방법(METHOD FOR MANUFACTURING MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.05,박막트랜지스터 및 그의 제조 방법_(THIN FILM TRANSISTOR AND METHOD FOR MANUFACTURING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.12.15,디램의 셀 트랜지스터 제조방법_(CELL TRANSISTOR FABRICATION OF D RAM),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.11.17,바이폴라 트랜지스터 및 그의 제조방법(BIPOLAR TRANSISTOR AND FABRICATION METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.10.29,정전기 방지 회로의 모스 트랜지스터(MOS TRANSISTOR OF ELECTROSTATIC DISCHARGE PROTECTION CIRCUIT),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.10.28,반도체 소자의 트랜지스터 형성 방법(METHOD FOR FORMING TRANSISTOR OF SEMICONDUCTOR DEVICES),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.10.29,박막 트랜지스터의 제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.10.29,비대칭 저도핑 드레인 구조를 갖는 엔-모스펫(N-TYPE METAL OXIDE SEMICONDUCTOR FIELD EFFECT TRANSISTOR HAVING ASYMMETRICAL LIGHTLY DOPED DRAIN STRUCTURE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.10.30,트렌치 게이트구조의 모스트랜지스터 제조방법(METHOD OF MANUFACTURING MOS TRANSISTOR WITH TRENCH GATE STRUCTURE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.10.29,박막 트랜지스터의 제조 방법_(METHOD FOR MANUFACTURING THIN FILM TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.10.27,정전기 방전 소자의 트랜지스터 및 그 제조 방법(ELECTROSTATIC DISCHARGE ELEMENT TRANSISTOR AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.10.28,소자분리용 필드 트랜지스터 및 그 제조방법(FIELD TRANSISTOR FOR DEVICE ISOLATION AND METHOD FOR MANUFACTURING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.10.26,게이트 분할형 트랜지스터를 갖는 데이타 출력버퍼의 제조방법(METHOD FOR MANUFACTURING DATA OUTPUT BUFFER HAVING GATE DIVISION TYPE TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.10.26,바이폴라 트랜지스터의 특성을 이용한 감지 증폭기(SENSE AMPLIFIER USING CHARACTERISTIC OF BIPOLAR TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.10.28,박막 트랜지스터의 제조 방법(METHOD OF MANUFACTURING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.10.27,TFT-LCM의 노이즈 제거용 필터회로(FILTER CIRCUIT FOR ELIMINATING NOISE OF TFT-LCM(THIN FILM TRANSISTOR-LIQUID CRYSTAL MODULE)),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.10.28,모스트랜지스터의 구조 및 그 제조방법(STRUCTURE OF MOS TRANSISTOR AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.09.25,모스형 트랜지스터 형성방법(METHOD FOR FORMING MOS TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.10.02,박막 트랜지스터를 구비한 반도체 장치의 형성 방법(METHOD FOR FABRICATING SEMICONDUCTOR DEVICE HAVING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.10.08,반도체소자의 트랜지스터 형성방법_(METHOD FOR FORMING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.09.19,엔모스 전계효과 트랜지스터 제조방법(METHOD FOR FABRICATING TRANSISTOR OF NMOS FIELD EFFECT),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.09.25,CMOS형트랜지스터형성방법(METHOD FOR FORMING CMOS TYPE TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.09.28,박막 트랜지스터의 제조 방법(METHOD OF MANUFACTURING A THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.09.18,모스형 트랜지스터의 제조방법(METHOD FOR MANUFACTURING MOS TYPE TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.09.16,모스형 전계효과 트랜지스터의 형성방법(METHOD FOR FABRICATING MOS-TYPE FIELD EFFECT TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.09.16,모스전계효과트랜지스터(MOS FIELD EFFECT TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.08.26,반도체소자의 트랜지스터 제조방법(METHOD FOR FABRICATING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.08.27,모스 전계효과 트랜지스터의 제조방법(METHOD FOR FABRICATING METAL OXIDE SEMICONDUCTOR FIELD EFFECT TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.07.13,MML반도체장치의 트랜지스터형성방법(TRANSISTOR FORMATION METHOD OF MML SEMICONDUCTOR DEVICES),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.06.30,데이터 입/출력 버퍼의 풀업/다운 트랜지스터(PULL-UP AND PULL-DOWN TRANSISTORS OF DATA INPUT/OUTPUT BUFFERS),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.06.30,모스 전계효과 트랜지스터의 제조방법(METHOD FOR MANUFACTURING MOS FIELD EFFECT TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.07.10,전계 효과 트랜지스터 및 전압 변환기를 이용한 자동이득조절범위확대 장치(AUTOMATIC GAIN REGULATION RANGE EXTENSION APPARATUS USING FIELD EFFECT TRANSISTOR AND VOLTAGE CONVERTER),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.06.30,트랜지스터 제조 방법(METHOD FOR MANUFACTURING A TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1998.06.30,박막트랜지스터 제조 방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.06.30,반도체 소자의 트랜지스터 및 그 형성 방법(TRANSISTOR OF SEMICONDUCTOR DEVICES AND METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.06.27,폴리실리콘-박막트랜지스터 및 그 제조방법(POLY-SILICON THIN FILM TRANSISTOR AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.06.30,트랜지스터 제조 방법(METHOD FOR MANUFACTURING TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.06.30,박막트랜지스터의제조방법(METHOD FOR MANUFACTURING A THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.06.30,액정표시장치의폴리실리콘-박막트랜지스터의형성방법(METHOD OF MANUFACTURING A POLYSILICON-THIN FILM TRANSISTOR OF A LIQUID CRYSTAL DISPLAY),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.06.30,박막트랜지스터 및 그 제조방법(THIN FILM TRANSISTOR AND METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.06.30,박막트랜지스터의제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.06.30,반도체 소자의 트랜지스터 형성 방법(METHOD FOR FORMING A TRANSISTOR OF SEMICONDUCTOR DEVICES),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1998.06.30,모스전계효과트랜지스터의제조방법(METHOD FOR MANUFACTURING MOS FIELD EFFECT TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1998.06.30,누설전류를 감소한 트랜지스터 제조방법(METHOD FOR MANUFACTURING TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
