심사진행상태,출원일자,발명의명칭,출원인
취하(심사미청구),2005.01.10,박막 트랜지스터 기판(THIN FILM TRANSISTOR SUBSTRATE),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.17,박막 트랜지스터 표시판 및 이를 사용하는 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND DISPLAY DEVICE OFUSING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.10,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.26,폴리 실리콘 제조용 마스크 및 이를 이용한박막트랜지스터의 제조방법(MASK FOR MAKING POLYSILICON AND MAKING METHOD OF THINFILM TRANSISTOR USING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.13,박막 트랜지스터 표시판의 제조 방법(MANUFACTURING METHOD OF THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.19,박막트랜지스터 기판 및 그 검사방법(THIN FILM TRANSISTOR SUBSTATE AND TESTING METHOD OFTHE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.17,표시 장치용 박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL FOR DISPLAY DEVICE),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.12,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.12,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.05,박막 트랜지스터 액정 표시 장치의 제조 방법(Method for fabricating thin film transistor-liquidcrystal display),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.11,박막 트랜지스터 표시판 및 이의 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.13,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.04,실리콘 박막트랜지스터(Silicon thin film transistor),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.10,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.10,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.13,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.01.12,부분적으로 두께가 다른 게이트 유전층을 가지는트랜지스터 및 제조 방법(Transistor having gate dielectric layer of partialthickness difference and manufacturing method therefor),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.05,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.07,박막 트랜지스터 표시판 및 이를 포함하는 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY DEVICE INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.06,박막 트랜지스터 표시판 및 이를 포함하는 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY DEVICE INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.11,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.10,박막 트랜지스터 표시판(thin film transistor array panel),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.04,컬러 필터 및 상기 컬러 필터를 포함하는 박막 트랜지스터표시판(COLOR FILTER AND THIN FILM TRANSISTOR ARRAY PANELCOMPRISING THE COLOR FILTER),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.07,박막 트랜지스터 기판(THIN FILM TRANSISTOR SUBSTRATE),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.07,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.05,박막 트랜지스터 기판 및 그 제조방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OFMANUFACTURING FOR THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.03,박막 트랜지스터 표시판 및 그의 수리 방법(Thin film transistor array panel and method forrepairing the same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.01.04,액정 표시 장치용 박막 트랜지스터 기판 및 그 제조 방법(Thin film transistor panel for liquid crystal displayand method for manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1991.11.30,트랜지스터고정용스프링(TRANSISTOR FRAME SPRING),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.30,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.30,유기 반도체를 이용한 박막 트랜지스터 표시판(Thin film transistor array panel),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.30,박막 트랜지스터 기판 및 그 제조방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OFMANUFACTURING FOR THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.27,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.30,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.12.29,트랜지스터의 전기 노드들 및 그의 형성방법들(ELECTRICAL NODES OF TRANSISTOR AND METHODS OF FORMINGTHE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.27,표시 장치용 박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL FOR DISPLAY DEVICE),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.28,컬러 필터 및 상기 컬러 필터를 포함하는 박막 트랜지스터표시판(COLOR FILTER AND THIN FILM TRANSISTOR ARRAY PANELCOMPRISING THE COLOR FILTER),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.28,박막 트랜지스터 표시판의 제조 방법(MANUFACTURING METHOD OF THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.27,접촉 저항 측정용 시료를 포함하는 박막 트랜지스터표시판 및 접촉 저항 측정 방법(THIN FILM TRANSISTOR ARRAY PANEL INCLUDING TEST OFEXPERIMENTAL GROUP FOR MEASURING CONTACT RESISTANCEAND MEASURING METHOD OF CONTACT RESISTANCE),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.12.28,"트랜지스터의 게이트, 이의 제조 방법 및 게이트 구조를포함하는 불휘발성 메모리 장치, 이의 제조 방법.(Gate of transistor and method for the same, Non-volatile Memory device and method for the same)",삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.29,박막 트랜지스터 기판(THIN FILM TRANSISTOR SUBSTRATE),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.24,박막 트랜지스터 기판 및 그 제조방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OFMANUFACTURING FOR THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.22,씨모스 트랜지스터를 채택하는 반도체 소자들 및 그제조방법들(semiconductor devices employing CMOS transistor andfabrication methods thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.23,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.21,액정 표시 장치용 박막 트랜지스터의 제조 방법(Method for fabricating thin film transistor of liquidcrystal display),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.21,박막 트랜지스터 표시판(Thin film transistor array panel),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.20,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.20,박막 트랜지스터 표시판의 제조 방법(METHOD OF MANUFACTURING THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.21,액정 표시 장치용 박막 트랜지스터의 제조 방법(Method for fabricating thin film transistor of liquidcrystal display),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.21,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.20,박막 트랜지스터 표시판의 제조 방법(METHOD OF MANUFACTURING THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.20,박막 트랜지스터 표시판의 제조 방법(METHOD OF MANUFACTURING THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.20,박막 트랜지스터 표시판의 제조 방법(Method for manufacturing thin film transistor arraypanel),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.15,박막 트랜지스터 표시판 및 이의 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.20,박막 트랜지스터 표시판의 제조 방법(METHOD OF MANUFACTURING THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.20,박막 트랜지스터 표시판의 제조 방법(Method for manufacturing thin film transistor arraypanel),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.15,표시 장치용 배선의 형성 방법 및 배선을 포함하는 박막트랜지스터 표시판의 제조 방법(Method for forming wiring for display device andmanufacturing method for thin film transistor arraypanel comprising the wiring),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.14,박막 트랜지스터 표시판의 제조 방법(MANUFACTURING MATHOD OF THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.17,박막 트랜지스터 표시판의 제조 방법(MANUFACTURING METHOD OF THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.13,"박막 트랜지스터 표시판 및 이의 제조 방법, 그리고 이를포함하는 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF AND LIQUID CRYSTAL DISPLAY INCLUDINGTHE SAME)",삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.10,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND METHOD FORMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.15,박막 트랜지스터 표시판 및 이의 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.10,"박막 트랜지스터 표시판, 액정 표시 장치 및 그 수리 방법(A THIN FILM TRANSISTOR ARRAY PANEL, LIQUID CRYSTALDISPLAY and REPAIRING METHOD THEREOF)",삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.09,박막 트랜지스터 기판(THIN FILM TRANSISTOR SUBSTRATE),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.08,"표시 장치용 배선, 상기 배선을 포함한 박막 트랜지스터표시판 및 그 제조 방법(Wiring for display device, thin film transistor arraypanel comprising the wiring and method formanufacturing the same)",삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.03,바이폴라 트랜지스터 및 그 제조방법(bipolar transistor and method of fabricating the same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.13,고전압 트랜지스터 및 그 제조 방법(HIGH VOLTAGE TRANSISTOR AND METHOD OF MANUFACTURINGTHE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.07,박막 트랜지스터 표시판의 제조 방법(MANUFACTURING METHOD OF THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.30,박막 트랜지스터 표시판 및 그의 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.02,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.08,"표시 장치용 배선, 상기 배선을 포함한 박막 트랜지스터표시판 및 그 제조 방법(Wiring for display device, thin film transistor arraypanel comprising the wiring and method formanufacturing the same)",삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.03,박막 트랜지스터 기판 및 액정 표시 장치(A THIN FILM TRANSISTOR ARRAY PANEL AND A LIQUIDCRYSTAL DISPLAY),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.30,박막 트랜지스터 및 디스플레이 픽셀 제조방법(METHOD FOR FABRICATING THIN FILM TRANSISTOR ANDDISPLAY PIXEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.30,박막 트랜지스터 표시판 및 이의 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.12.03,리세스 채널 트랜지스터를 갖는 반도체 장치의 제조 방법(method for manufacturing semiconductor device havingrecessed channel transistor),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.26,박막 트랜지스터 표시판 및 이를 포함하는 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY INCLUDING THE PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.23,박막 트랜지스터 표시판 및 이를 포함하는 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.29,"다층 배선, 이의 제조 방법 및 이를 갖는 박막트랜지스터(MULTI-LAYER WIRING, METHOD OF MANUFACTURING THEMULTI-LAYER WIRING, AND THIN FILM TRANSISTOR HAVINGTHE MULTI-LAYER WIRING)",삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.25,박막 트랜지스터 표시판의 제조 방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.29,감광물질 및 이를 이용한 박막 트랜지스터 기판의 제조방법(PHOTOSENSITIVE MATERIAL AND METHOD FOR MANUFACTURINGTHIN FILM TRANSISTOR SUBSTRATE BY USING THE MATERIAL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.26,박막 트랜지스터 표시판의 제조 방법(MANUFACTURING METHOD OF THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.30,박막 트랜지스터 표시판의 제조 방법(MANUFACTURING METHOD OF THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.23,"박막 트랜지스터 기판, 이를 제조하는 방법 및 이를포함하는 액정 표시 패널(THIN FILM TRANSISTOR SUBSTRATE AND MANUFACTURINGMETHOD OF THE SAME AND LIQUID CRYSTAL DISPLAY PANELINCLUDING THE SAME)",삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.24,트랜지스터의 제조 방법 및 어레이 기판의 제조 방법(METHOD OF MANUFACTURING A TRANSISTOR AND METHOD OFMANUFACTURING AN ARRAY SUBSTRATE),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.15,고내압 트랜지스터 및 이의 제조 방법(TRANSISTOR WITH HIGH BREAKDOWN VOLTAGE AND METHOD OFMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.12,박막 트랜지스터 표시판의 제조 방법(METHOD OF MANUFACTURING THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.17,박막 트랜지스터 제조방법(METHOD OF MANUFACTURING A THIN FILM TRANSISTOR),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.17,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.17,박막 트랜지스터 표시판 및 박막 트랜지스터 표시판의제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND METHOD OFMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.12,리세스 채널을 갖는 트랜지스터 제조방법(Method for manufacturing a transistor having arecessed channel),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.09,반도체소자의 리세스 채널을 갖는 트랜지스터 제조방법(Method for manufacturing a transistor having a recesschannel),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.09,유기 반도체를 이용한 박막 트랜지스터 표시판 및 그 제조방법(Thin film transistor array panel using organicsemiconductor and manufacturing method thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.05,박막 트랜지스터 표시판 및 그의 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.17,박막 트랜지스터 및 그의 제조 방법(THIN FILM TRANSISTOR and METHOD FOR MANUFACTURING THESAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.12,박막 트랜지스터 표시판 및 이를 포함하는 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY INCLUDING THE PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.11.05,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND METHOD OFMANUFACTURING THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.10.29,박막 트랜지스터 표시판 및 이를 포함하는 다중 도메인액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND MULTI DOMAINLIQUID CRYSTAL DISPLAY INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.10.25,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.10.29,박막 트랜지스터 표시판 및 그의 제조 방법(Thin film transistor array panel and method formanufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.10.26,박막 트랜지스터 표시판 및 그 제조 방법(Thin film transistor array panel and method formanufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.10.25,박막 트랜지스터 표시판 및 이를 포함하는 다중 도메인액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND MULTI DOMAINLIQUID CRYSTAL DISPLAY INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.10.23,액정 표시 장치용 박막 트랜지스터의 제조 방법(Method for fabricating thin film transistor of liquidcrystal display),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.10.23,액정 표시 장치용 박막 트랜지스터의 제조 방법(Method for fabricating thin film transistor of liquidcrystal display),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.10.26,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.10.13,박막 트랜지스터 및 그 제조방법(Thin film transistor and the fabrication method of thesame),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.10.14,입체형 트랜지스터의 전기적 특성을 측정하여 평가하기위한 테스트 일렉트리컬 그룹 패턴을 포함하는 반도체 소자(Semiconductor device having test electrical grouppatters for measuring and evaluating a characteristicof 3-dimensional transistor),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.10.15,박막 트랜지스터의 제조 방법(FABRICATING METHOD OF A THIN FILM TRANSISTOR),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.30,박막 트랜지스터 표시판 및 그 수리 방법(THIN FILM TRANSISTOR ARRAY PANEL AND REPAIRING METHODTHEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.30,박막 트랜지스터 표시판 및 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.23,함몰된 채널 영역을 갖는 반도체 소자의 제조방법(Method of forming a semiconductor device having arecessed transistor channel region),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.10.01,액정 표시 장치용 박막 트랜지스터 기판의 제조 방법(Method for fabricating thin film transistor substrateof liquid crystal display),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.30,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.20,박막 트랜지스터 표시판의 제조 방법(MANUFACTURING METHOD OF THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.24,박막 트랜지스터 표시판 및 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY),삼성전자주식회사(경기도 수원시 영통구...)
거절결정(일반),2004.09.24,박막 트랜지스터 표시판 및 그의 제조 방법(Thin film transistor array panel and method formanufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.17,다중 도메인 박막 트랜지스터 표시판 및 이를 포함하는액정 표시 장치(MULTI-DOMAIN THIN FILM TRANSISTOR ARRAY PANEL ANDLIQUID CRYSTAL DISPLAY INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.24,박막 트랜지스터 표시판 및 그의 제조 방법(Thin film transistor array panel and method formanufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.10.01,"다결정용 마스크, 이를 이용한 박막 트랜지스터 표시판 및그의 제조 방법(Mask for poly silicon, thin film transistor arraypanel using the same and manufacturing method thereof)",삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.24,박막 트랜지스터 표시판 및 그의 제조 방법(Thin film transistor array panel and method formanufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.13,교번형 위상 반전 마스크를 이용하는 멀티 게이트트랜지스터의 제조 방법(Fabrication method for multi-gate transistor usingalternative phase shift mask),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.23,리세스된 게이트 전극을 갖는 모스 트랜지스터 및 그제조방법(MOS transistor having a recessed gate electrode andfabrication method thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(취소환송후),2004.09.24,박막 트랜지스터 표시판의 제조 방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR ARRAYPANEL),삼성디스플레이 주식회사(경기 용인시 기흥구...)
취하(심사미청구),2004.09.13,표시 장치용 박막 트랜지스터 패널(thin film transistor panel for display apparatus),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.09.16,박막 트랜지스터 표시판 및 그의 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND METHOD FORMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.10,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.09,박막 트랜지스터 표시판과 그 제조 방법(Thin film transistor array panel and manufacturingmethod thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.09,"식각액, 이를 이용한 신호선의 제조 방법, 신호선을포함하는 박막 트랜지스터 표시판 및 그의 제조 방법(Etchant, method for forming signal line by using theetchant, thin film transistor array panel includingthe signal line, and method for manufacturing the panel)",삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.06,다중 도메인 박막 트랜지스터 표시판 및 이를 포함하는액정 표시 장치(MULTI-DOMAIN THIN FILM TRANSISTOR ARRAY PANEL ANDLIQUID CRYSTAL DISPLAY INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.07,박막 트랜지스터 표시판 및 그의 제조 방법(Thin film transistor array panel and manufacturingmethod thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.17,산소 확산 방지막을 갖는 모스 트랜지스터의 제조방법 및그에 의해 제조된 모스 트랜지스터(Fabrication method of a MOS transistor having a oxygendiffusion barrier layer and MOS transistor fabricatedthereby),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.07,박막 트랜지스터 기판의 제조 방법 및 이의 제조 장치(METHOD OF MANUFACTURING A THIN FILM TRANSISTORSUBSTRATE AND APPARATUS FOR MANUFACTURING THE THINFILM TRANSISTOR SUBSTRATE),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.10,박막트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.01,다중 도메인 박막 트랜지스터 표시판(MULTI-DOMAIN THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.01,박막 트랜지스터 표시판 및 그의 제조 방법(Thin film transistor array panel and method formanufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.09.01,박막 트랜지스터 표시판의 제조 방법(MANUFACTURING METHOD OF THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2004.08.31,박막 트랜지스터 표시판 및 그의 제조 방법(Thin film transistor array panel and method formanufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
